Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003069,Male,No,2,Graduate,No,3110,2110,150,120,1,Rural,Y
LP003070,Female,Yes,3+,Graduate,Yes,3681,1656,178,180,1,Rural,Y
LP003071,Male,Yes,0,Graduate,Yes,3451,913,59,180,1,Semiurban,Y
LP003072,Female,Yes,3+,Graduate,No,4804,1724,154,240,1,Rural,Y
LP003073,Male,Yes,0,Not Graduate,Yes,2855,2214,186,120,0,Urban,N
LP003074,Female,No,1,Graduate,Yes,6742,-549,119,360,1,Rural,Y
LP003075,Male,No,0,Not Graduate,Yes,4500,2659,175,180,1,Semiurban,Y
LP003076,Male,Yes,0,Graduate,No,4481,1163,280,180,1,Semiurban,Y
LP003077,Female,Yes,1,Not Graduate,Yes,3844,1925,134,120,1,Rural,Y
LP003078,Male,No,0,Not Graduate,Yes,4810,2697,159,240,1,Urban,Y
LP003079,Female,No,3+,Not Graduate,No,6150,128,103,240,1,Urban,Y
LP003080,Female,No,0,Not Graduate,No,2765,790,149,360,1,Semiurban,Y
LP003081,Female,No,1,Not Graduate,No,3183,1211,163,240,1,Semiurban,Y
LP003082,Female,Yes,3+,Not Graduate,Yes,3892,716,149,180,1,Urban,Y
LP003083,Female,No,1,Graduate,Yes,1808,3234,89,240,0,Rural,N
LP003084,Female,Yes,1,Not Graduate,Yes,2861,643,150,360,0,Rural,N
LP003085,Female,No,2,Graduate,No,3547,944,213,180,1,Rural,Y
LP003086,Female,No,2,Not Graduate,Yes,6248,1704,162,240,1,Rural,Y
LP003087,Female,No,1,Not Graduate,Yes,5025,297,188,240,1,Urban,Y
LP003088,Female,No,1,Graduate,No,4887,1104,128,120,1,Semiurban,Y
LP003089,Female,No,1,Not Graduate,No,6201,1817,177,360,1,Semiurban,Y
LP003090,Male,Yes,2,Graduate,No,4225,1167,153,240,0,Rural,N
LP003091,Male,Yes,2,Graduate,No,5280,1406,92,120,0,Urban,N
LP003092,Female,No,0,Graduate,No,4293,970,155,180,1,Urban,Y
LP003093,Female,No,0,Graduate,Yes,5030,-14,90,120,1,Rural,Y
LP003094,Female,Yes,1,Not Graduate,No,3334,1821,108,120,0,Rural,N
LP003095,Female,No,3+,Not Graduate,Yes,-377,3254,149,240,0,Rural,N
LP003096,Female,No,3+,Graduate,Yes,4231,1518,154,240,1,Semiurban,Y
LP003097,Female,Yes,2,Not Graduate,No,7345,1725,80,240,1,Rural,Y
LP003098,Female,No,2,Not Graduate,No,6352,2192,192,120,1,Semiurban,Y
LP003099,Female,No,2,Graduate,No,6430,230,168,180,1,Urban,Y
LP003100,Male,Yes,1,Not Graduate,Yes,6972,3202,104,360,1,Urban,Y
LP003101,Female,Yes,3+,Graduate,No,4677,1702,63,120,1,Semiurban,Y
LP003102,Male,Yes,0,Graduate,No,4894,3131,132,240,1,Semiurban,Y
LP003103,Female,No,1,Not Graduate,No,3264,766,117,360,1,Semiurban,Y
LP003104,Female,Yes,0,Not Graduate,No,3867,3318,145,180,1,Semiurban,Y
LP003105,Male,Yes,0,Not Graduate,No,5731,2275,121,360,1,Rural,Y
LP003106,Female,Yes,1,Graduate,Yes,6907,2053,39,240,0,Urban,N
LP003107,Male,Yes,0,Graduate,Yes,4221,1734,120,120,0,Rural,N
LP003108,Female,Yes,3+,Not Graduate,Yes,3599,1251,124,120,1,Semiurban,Y
LP003109,Female,Yes,0,Not Graduate,No,4501,2700,171,240,1,Rural,Y
LP003110,Male,No,3+,Not Graduate,No,5702,1640,105,120,0,Rural,N
LP003111,Female,No,3+,Not Graduate,No,1612,-467,223,240,1,Urban,Y
LP003112,Male,Yes,3+,Graduate,Yes,-92,382,44,120,1,Rural,Y
LP003113,Female,Yes,2,Not Graduate,No,3398,1314,205,120,1,Urban,Y
LP003114,Male,Yes,0,Graduate,No,2058,1809,128,120,1,Semiurban,Y
LP003115,Male,No,1,Graduate,No,3483,1443,182,180,1,Rural,Y
LP003116,Female,No,1,Not Graduate,Yes,4204,2718,143,180,0,Semiurban,N
LP003117,Female,No,0,Not Graduate,No,3593,-451,196,240,1,Urban,Y
LP003118,Male,No,2,Not Graduate,Yes,7404,1643,120,180,1,Semiurban,Y
LP003119,Female,No,2,Graduate,No,5153,-317,85,240,0,Semiurban,N
LP003120,Female,No,3+,Not Graduate,Yes,5100,2259,211,360,1,Urban,Y
LP003121,Female,No,0,Not Graduate,Yes,5744,1405,134,360,1,Semiurban,Y
LP003122,Male,No,0,Graduate,Yes,2222,1919,151,180,1,Semiurban,Y
LP003123,Male,No,1,Not Graduate,No,6578,636,201,360,1,Semiurban,Y
LP003124,Male,Yes,0,Graduate,No,4348,2779,88,360,1,Rural,Y
LP003125,Male,Yes,2,Not Graduate,Yes,5840,2541,169,120,1,Semiurban,Y
LP003126,Male,Yes,0,Graduate,Yes,2356,2083,110,120,1,Urban,Y
LP003127,Male,Yes,1,Not Graduate,No,1392,1370,133,240,1,Rural,Y
LP003128,Male,No,3+,Not Graduate,No,6135,2079,143,360,1,Rural,Y
LP003129,Male,No,1,Graduate,Yes,5252,793,64,240,1,Urban,Y
LP003130,Male,Yes,1,Graduate,No,2695,2355,101,240,1,Semiurban,Y
LP003131,Female,No,3+,Not Graduate,No,2760,3149,207,360,1,Rural,Y
LP003132,Male,Yes,1,Graduate,No,6750,2570,184,180,1,Rural,Y
LP003133,Female,No,1,Graduate,No,2121,770,136,360,0,Rural,N
LP003134,Female,Yes,0,Graduate,Yes,7785,1861,152,120,1,Semiurban,Y
LP003135,Female,No,0,Graduate,No,2698,206,125,360,1,Rural,Y
LP003136,Male,No,3+,Not Graduate,No,5776,2072,207,180,1,Urban,Y
LP003137,Male,Yes,0,Not Graduate,Yes,3842,1950,129,240,1,Semiurban,Y
LP003138,Male,No,0,Graduate,Yes,5706,-369,151,240,1,Urban,Y
LP003139,Male,Yes,1,Graduate,No,3411,338,197,120,0,Urban,N
LP003140,Female,Yes,2,Graduate,No,4174,1216,101,120,0,Rural,N
LP003141,Male,Yes,0,Graduate,No,4581,1199,217,120,1,Rural,Y
LP003142,Male,Yes,2,Not Graduate,No,2495,290,63,240,1,Rural,Y
LP003143,Male,No,0,Not Graduate,Yes,5981,1888,221,120,1,Urban,Y
LP003144,Male,No,0,Graduate,Yes,3473,1751,121,360,1,Semiurban,Y
LP003145,Male,No,3+,Graduate,Yes,4042,1305,127,240,1,Rural,Y
LP003146,Female,Yes,3+,Graduate,No,2511,744,45,180,1,Rural,Y
LP003147,Male,No,3+,Not Graduate,No,-624,2548,117,240,0,Urban,N
LP003148,Female,Yes,2,Graduate,No,4117,3155,88,360,1,Semiurban,Y
LP003149,Male,No,1,Not Graduate,No,9325,1016,109,360,1,Urban,Y
LP003150,Female,No,0,Graduate,Yes,6069,887,133,120,1,Rural,Y
LP003151,Male,No,0,Not Graduate,Yes,4461,1991,187,240,1,Urban,Y
LP003152,Male,Yes,0,Graduate,No,3974,1141,150,240,1,Rural,Y
LP003153,Female,No,2,Not Graduate,Yes,4544,1360,155,240,0,Semiurban,N
LP003154,Female,No,3+,Graduate,No,5594,2239,85,180,1,Urban,Y
LP003155,Female,Yes,1,Graduate,No,2138,-409,95,120,1,Rural,Y
LP003156,Male,No,2,Graduate,Yes,6728,2818,229,360,1,Rural,Y
LP003157,Female,Yes,3+,Not Graduate,No,5930,1572,103,360,1,Rural,Y
LP003158,Male,No,2,Graduate,No,5936,1088,222,120,0,Rural,N
LP003159,Male,Yes,1,Not Graduate,Yes,5376,1410,127,360,1,Urban,Y
LP003160,Female,Yes,3+,Not Graduate,No,4539,1462,140,360,1,Rural,Y
LP003161,Female,No,2,Graduate,No,5845,-231,193,120,0,Urban,N
LP003162,Male,Yes,1,Graduate,Yes,5683,2994,203,360,1,Rural,Y
LP003163,Male,Yes,0,Graduate,No,3791,1541,134,240,1,Urban,Y
LP003164,Female,Yes,1,Not Graduate,Yes,3352,1943,120,180,1,Urban,Y
LP003165,Female,Yes,0,Graduate,No,4703,2451,137,120,0,Rural,N
LP003166,Female,Yes,2,Not Graduate,Yes,7598,478,156,180,1,Rural,Y
LP003167,Male,Yes,3+,Not Graduate,Yes,2021,1973,184,360,1,Rural,Y
LP003168,Male,No,3+,Graduate,Yes,1564,1232,140,360,1,Rural,Y
LP003169,Male,Yes,2,Graduate,No,4829,2346,170,240,1,Semiurban,Y
LP003170,Male,Yes,3+,Graduate,Yes,4601,-627,221,120,1,Rural,Y
LP003171,Male,No,3+,Graduate,Yes,4846,1400,159,360,1,Rural,Y
LP003172,Male,No,0,Graduate,Yes,4987,897,155,120,1,Rural,Y
LP003173,Female,No,2,Graduate,Yes,4053,1932,64,120,1,Urban,Y
LP003174,Male,No,1,Not Graduate,Yes,7479,1970,8,120,1,Rural,Y
LP003175,Male,No,0,Not Graduate,No,1298,792,159,120,1,Urban,Y
LP003176,Male,No,2,Not Graduate,No,2843,787,135,120,0,Urban,N
LP003177,Female,No,0,Graduate,No,4293,1389,114,180,1,Urban,Y
LP003178,Male,Yes,1,Not Graduate,No,1213,603,152,240,1,Urban,Y
LP003179,Male,Yes,1,Not Graduate,No,4148,2341,136,120,1,Semiurban,Y
LP003180,Female,No,2,Not Graduate,No,7822,1130,196,180,1,Rural,Y
LP003181,Male,Yes,1,Not Graduate,No,4541,-1406,144,360,0,Urban,N
LP003182,Male,Yes,0,Not Graduate,Yes,4961,1125,102,120,0,Rural,N
LP003183,Male,Yes,1,Graduate,No,1979,461,189,360,0,Urban,N
LP003184,Male,No,0,Graduate,Yes,3267,-131,129,120,1,Semiurban,Y
LP003185,Male,No,0,Not Graduate,Yes,3749,262,166,180,1,Urban,Y
LP003186,Female,Yes,1,Not Graduate,No,3864,1609,116,180,1,Rural,Y
LP003187,Female,No,2,Not Graduate,Yes,7063,2828,107,180,1,Rural,Y
LP003188,Female,Yes,3+,Graduate,Yes,5615,1813,144,240,1,Semiurban,Y
LP003189,Male,Yes,1,Graduate,Yes,2277,893,140,360,0,Rural,N
LP003190,Male,Yes,0,Not Graduate,Yes,4993,1955,163,240,1,Rural,Y
LP003191,Male,Yes,0,Graduate,No,5496,1040,126,120,1,Urban,Y
LP003192,Female,No,1,Graduate,No,6780,805,48,360,1,Rural,Y
LP003193,Male,No,2,Not Graduate,No,7661,345,118,180,0,Urban,N
LP003194,Male,No,2,Graduate,No,2469,-251,179,360,1,Semiurban,Y
LP003195,Female,Yes,0,Graduate,No,2878,1110,125,180,1,Rural,Y
LP003196,Male,No,0,Not Graduate,No,1984,1658,127,240,0,Urban,N
LP003197,Female,Yes,2,Graduate,No,4031,1403,189,240,1,Rural,Y
LP003198,Female,No,3+,Graduate,No,5432,1084,104,180,1,Urban,Y
LP003199,Female,Yes,1,Not Graduate,No,6474,554,62,180,1,Semiurban,Y
LP003200,Male,Yes,0,Graduate,No,4348,2108,131,120,1,Urban,Y
LP003201,Male,Yes,0,Graduate,Yes,3860,182,115,240,0,Rural,N
LP003202,Male,No,2,Not Graduate,No,4803,2276,91,240,1,Urban,Y
LP003203,Male,No,1,Not Graduate,Yes,2829,497,131,120,1,Rural,Y
LP003204,Male,No,2,Not Graduate,Yes,8679,747,164,240,1,Semiurban,Y
LP003205,Male,No,1,Graduate,Yes,1284,33,139,180,1,Urban,Y
LP003206,Male,Yes,1,Not Graduate,Yes,4869,998,155,360,1,Rural,Y
LP003207,Female,No,1,Graduate,No,8547,2475,230,360,1,Rural,Y
LP003208,Male,No,0,Not Graduate,Yes,4513,2015,122,240,1,Rural,Y
LP003209,Female,Yes,3+,Graduate,No,4119,2478,153,120,1,Urban,Y
LP003210,Male,Yes,2,Not Graduate,No,3785,2022,114,180,0,Urban,N
LP003211,Male,Yes,3+,Not Graduate,Yes,4139,396,97,360,1,Urban,Y
LP003212,Male,No,2,Not Graduate,No,7245,1169,110,180,1,Semiurban,Y
LP003213,Female,Yes,1,Not Graduate,Yes,76,719,116,240,1,Rural,Y
LP003214,Female,Yes,0,Graduate,Yes,7566,2830,157,240,0,Rural,N
LP003215,Female,Yes,3+,Not Graduate,No,1652,303,257,360,1,Semiurban,Y
LP003216,Female,No,0,Not Graduate,No,3966,2393,104,240,1,Semiurban,Y
LP003217,Male,Yes,2,Graduate,Yes,3641,2392,119,120,1,Urban,Y
LP003218,Female,No,0,Not Graduate,No,5677,3329,136,240,1,Urban,Y
LP003219,Male,No,0,Graduate,No,1303,1090,159,240,1,Urban,Y
LP003220,Male,Yes,3+,Not Graduate,No,5424,2212,153,240,0,Urban,N
LP003221,Female,Yes,1,Not Graduate,Yes,8548,3781,204,180,0,Urban,N
LP003222,Female,No,0,Not Graduate,Yes,1773,882,18,180,1,Urban,Y
LP003223,Female,Yes,1,Graduate,No,4879,-35,20,360,1,Semiurban,Y
LP003224,Female,Yes,2,Not Graduate,No,3176,-380,115,360,1,Semiurban,Y
LP003225,Female,No,0,Not Graduate,No,5351,2212,194,360,1,Semiurban,Y
LP003226,Female,No,3+,Not Graduate,No,4538,-383,61,240,0,Rural,N
LP003227,Female,Yes,2,Graduate,No,3217,1127,-10,180,1,Rural,Y
LP003228,Female,No,2,Graduate,Yes,5475,1937,168,120,1,Urban,Y
LP003229,Male,Yes,3+,Not Graduate,No,8108,1685,152,240,1,Semiurban,Y
LP003230,Female,Yes,0,Graduate,Yes,4118,1925,85,240,1,Rural,Y
LP003231,Female,Yes,0,Not Graduate,No,5939,1722,90,240,1,Rural,Y
LP003232,Male,No,2,Not Graduate,Yes,1913,2778,91,120,1,Semiurban,Y
LP003233,Female,Yes,0,Not Graduate,No,2587,547,145,360,1,Rural,Y
LP003234,Male,Yes,1,Not Graduate,Yes,5444,823,108,120,0,Rural,N
LP003235,Male,Yes,3+,Not Graduate,No,7468,727,164,360,1,Semiurban,Y
LP003236,Female,No,1,Not Graduate,Yes,5211,2330,-2,120,1,Rural,Y
LP003237,Male,No,0,Not Graduate,Yes,3873,2400,97,180,1,Semiurban,Y
LP003238,Male,No,2,Graduate,Yes,4498,1951,83,240,1,Rural,Y
LP003239,Male,No,3+,Graduate,Yes,1999,2683,127,240,1,Semiurban,Y
LP003240,Male,No,0,Graduate,Yes,5709,321,113,240,1,Rural,Y
LP003241,Female,Yes,0,Graduate,Yes,6264,3167,179,360,1,Rural,Y
LP003242,Male,No,2,Graduate,No,3595,3023,47,120,1,Semiurban,Y
LP003243,Female,No,2,Graduate,Yes,3559,2235,142,180,0,Rural,N
LP003244,Male,No,1,Graduate,No,5031,3281,167,120,1,Semiurban,Y
LP003245,Male,Yes,3+,Not Graduate,No,3626,-156,232,240,1,Semiurban,Y
LP003246,Male,No,3+,Not Graduate,No,4367,975,115,180,1,Rural,Y
LP003247,Male,No,2,Not Graduate,No,8699,764,156,180,1,Urban,Y
LP003248,Female,Yes,1,Not Graduate,No,4005,2221,49,240,1,Rural,Y
LP003249,Female,No,3+,Graduate,Yes,3783,449,20,120,0,Urban,N
LP003250,Male,Yes,2,Graduate,Yes,3204,2257,182,240,1,Urban,Y
LP003251,Male,Yes,0,Not Graduate,Yes,5988,2870,139,120,0,Rural,N
LP003252,Female,Yes,3+,Not Graduate,No,4137,2195,198,180,1,Urban,Y
LP003253,Male,Yes,1,Graduate,Yes,3201,1783,71,180,1,Semiurban,Y
LP003254,Male,Yes,1,Not Graduate,Yes,7142,512,165,240,1,Semiurban,Y
LP003255,Male,No,1,Not Graduate,Yes,7339,653,233,180,0,Urban,N
LP003256,Female,Yes,0,Not Graduate,Yes,3299,2749,160,360,1,Semiurban,Y
LP003257,Female,Yes,3+,Not Graduate,Yes,766,2279,153,180,0,Rural,N
LP003258,Female,No,3+,Graduate,No,6515,1460,140,360,0,Semiurban,N
LP003259,Male,Yes,0,Not Graduate,Yes,3130,1082,61,180,0,Urban,N
LP003260,Male,No,3+,Not Graduate,No,6081,-525,207,240,1,Rural,Y
LP003261,Female,No,0,Graduate,No,559,429,109,240,1,Semiurban,Y
LP003262,Female,No,0,Graduate,No,6285,3411,165,360,1,Rural,Y
LP003263,Female,Yes,0,Not Graduate,No,2077,219,61,240,1,Urban,Y
LP003264,Female,Yes,1,Graduate,No,5961,1689,81,180,1,Semiurban,Y
LP003265,Male,Yes,3+,Not Graduate,Yes,4528,2507,211,180,1,Rural,Y
LP003266,Female,No,0,Not Graduate,Yes,2592,245,122,240,1,Rural,Y
LP003267,Male,Yes,3+,Graduate,Yes,3685,1684,212,180,1,Semiurban,Y
LP003268,Female,Yes,1,Not Graduate,No,5872,2437,136,120,1,Rural,Y
LP003269,Male,Yes,0,Not Graduate,Yes,4711,1512,47,120,1,Rural,Y
LP003270,Female,No,2,Not Graduate,Yes,5668,4368,184,180,1,Urban,Y
LP003271,Female,No,1,Not Graduate,No,8452,-168,110,240,1,Urban,Y
LP003272,Female,Yes,2,Graduate,No,1371,2558,174,360,1,Urban,Y
LP003273,Female,Yes,3+,Graduate,No,7734,1327,141,240,1,Urban,Y
LP003274,Male,Yes,3+,Not Graduate,No,4708,2271,62,360,1,Urban,Y
LP003275,Female,Yes,1,Graduate,Yes,2702,1941,148,240,1,Urban,Y
LP003276,Male,No,3+,Not Graduate,No,1839,766,249,180,1,Semiurban,Y
LP003277,Male,No,2,Not Graduate,No,4121,1728,164,120,1,Urban,Y
LP003278,Male,No,0,Not Graduate,Yes,6343,-357,137,240,1,Rural,Y
LP003279,Male,No,0,Not Graduate,Yes,4244,2103,193,360,1,Semiurban,Y
LP003280,Female,Yes,0,Not Graduate,No,7522,1798,150,120,1,Rural,Y
LP003281,Male,Yes,1,Graduate,Yes,1597,2138,150,360,1,Urban,Y
LP003282,Male,Yes,3+,Not Graduate,No,4475,2558,85,180,1,Urban,Y
LP003283,Male,No,2,Graduate,No,1995,1867,151,120,1,Rural,Y
LP003284,Female,Yes,3+,Graduate,Yes,5227,1648,191,360,1,Rural,Y
LP003285,Female,No,3+,Not Graduate,Yes,6273,618,98,240,1,Rural,Y
LP003286,Female,No,3+,Not Graduate,No,3658,787,211,180,1,Semiurban,Y
LP003287,Female,Yes,0,Not Graduate,No,-708,2686,135,180,1,Urban,Y
LP003288,Male,Yes,2,Not Graduate,No,4897,2936,95,180,1,Rural,Y
LP003289,Male,Yes,2,Not Graduate,Yes,5373,1261,189,240,1,Urban,Y
LP003290,Female,No,3+,Graduate,No,5308,1546,125,240,0,Rural,N
LP003291,Male,Yes,0,Not Graduate,No,6971,595,177,120,1,Urban,Y
LP003292,Male,No,0,Not Graduate,No,2357,2672,125,240,1,Semiurban,Y
LP003293,Male,Yes,2,Graduate,No,5860,2165,137,120,1,Urban,Y
LP003294,Female,No,0,Graduate,No,6885,3441,164,180,1,Rural,Y
LP003295,Female,No,0,Not Graduate,Yes,942,621,154,120,0,Urban,N
LP003296,Male,Yes,0,Graduate,No,5139,1121,40,360,1,Semiurban,Y
LP003297,Female,No,1,Not Graduate,No,3491,1731,83,180,1,Semiurban,Y
LP003298,Female,No,3+,Graduate,No,4336,2146,186,180,0,Urban,N
LP003299,Female,Yes,2,Graduate,No,5195,1284,133,120,1,Rural,Y
LP003300,Female,No,2,Not Graduate,Yes,3525,627,113,180,1,Semiurban,Y
LP003301,Female,Yes,1,Graduate,Yes,3148,2381,72,240,0,Semiurban,N
LP003302,Male,No,3+,Graduate,Yes,4568,2221,86,360,1,Urban,Y
LP003303,Female,Yes,2,Graduate,No,2325,583,38,120,1,Semiurban,Y
LP003304,Male,Yes,0,Graduate,No,2328,2855,134,120,1,Semiurban,Y
LP003305,Male,No,2,Graduate,Yes,5858,2670,110,180,1,Rural,Y
LP003306,Female,No,0,Graduate,Yes,2202,1634,91,240,1,Rural,Y
LP003307,Male,No,1,Not Graduate,Yes,5832,1579,136,180,0,Rural,N
LP003308,Male,No,0,Not Graduate,No,5425,2054,158,180,1,Urban,Y
LP003309,Male,No,2,Graduate,No,1048,638,244,120,1,Semiurban,Y
LP003310,Female,Yes,2,Not Graduate,Yes,3144,1530,64,180,0,Urban,N
LP003311,Female,No,2,Not Graduate,Yes,6888,-652,197,360,1,Semiurban,Y
LP003312,Male,Yes,1,Not Graduate,Yes,2537,2376,188,180,1,Semiurban,Y
LP003313,Female,Yes,1,Graduate,No,3571,-61,101,180,1,Semiurban,Y
LP003314,Female,No,3+,Not Graduate,No,5424,3003,150,120,0,Rural,N
LP003315,Female,Yes,2,Graduate,No,6066,1169,117,180,0,Urban,N
LP003316,Female,Yes,0,Not Graduate,Yes,3996,1288,149,240,1,Urban,Y
LP003317,Male,Yes,1,Graduate,Yes,3304,872,215,120,1,Semiurban,Y
LP003318,Male,Yes,2,Graduate,No,7344,1211,170,180,1,Urban,Y
LP003319,Female,No,2,Not Graduate,Yes,7977,2918,165,360,0,Rural,N
LP003320,Female,Yes,1,Not Graduate,No,6457,-987,118,360,1,Urban,Y
LP003321,Male,No,3+,Graduate,Yes,4670,2776,65,120,1,Semiurban,Y
LP003322,Male,No,1,Not Graduate,Yes,2883,1838,129,120,0,Rural,N
LP003323,Female,Yes,1,Not Graduate,Yes,2839,292,200,180,1,Rural,Y
LP003324,Male,No,0,Not Graduate,Yes,5545,424,63,240,1,Semiurban,Y
LP003325,Female,No,0,Graduate,No,5336,3176,87,180,1,Urban,Y
LP003326,Female,No,3+,Graduate,Yes,7303,554,146,360,1,Semiurban,Y
LP003327,Male,Yes,2,Not Graduate,No,5800,346,90,240,1,Urban,Y
LP003328,Male,No,1,Not Graduate,No,1493,2637,100,240,0,Urban,N
LP003329,Female,No,3+,Not Graduate,No,6603,1838,118,240,1,Rural,Y
LP003330,Female,No,0,Graduate,Yes,2503,562,71,180,1,Semiurban,Y
LP003331,Male,Yes,1,Graduate,No,3732,1716,91,360,1,Rural,Y
LP003332,Female,No,2,Not Graduate,No,5000,474,175,120,1,Semiurban,Y
LP003333,Male,Yes,0,Not Graduate,No,8491,2600,74,180,1,Semiurban,Y
LP003334,Female,Yes,0,Not Graduate,Yes,10719,2561,60,120,1,Rural,Y
LP003335,Male,Yes,0,Not Graduate,Yes,5713,2032,108,240,0,Semiurban,N
LP003336,Male,Yes,3+,Not Graduate,No,4133,1861,176,240,1,Semiurban,Y
LP003337,Male,Yes,2,Not Graduate,Yes,5569,3261,130,180,1,Urban,Y
LP003338,Female,Yes,1,Graduate,No,6275,1499,116,360,1,Semiurban,Y
LP003339,Female,No,3+,Not Graduate,No,3858,318,142,240,0,Semiurban,N
LP003340,Male,Yes,3+,Graduate,Yes,8090,1949,52,120,1,Rural,Y
LP003341,Female,No,3+,Not Graduate,No,4960,3586,164,120,1,Rural,Y
LP003342,Male,No,0,Not Graduate,Yes,5495,485,159,180,1,Semiurban,Y
LP003343,Male,Yes,2,Graduate,Yes,5831,1138,119,120,0,Urban,N
LP003344,Female,No,3+,Graduate,No,5343,1916,190,360,1,Urban,Y
LP003345,Female,No,1,Graduate,Yes,6177,1446,83,240,1,Rural,Y
LP003346,Male,No,2,Graduate,Yes,3265,517,196,120,1,Semiurban,Y
LP003347,Female,No,1,Not Graduate,No,3383,2621,147,120,1,Semiurban,Y
LP003348,Female,Yes,2,Graduate,No,2299,3820,123,240,1,Urban,Y
LP003349,Male,No,1,Not Graduate,Yes,5379,1696,139,180,1,Urban,Y
LP003350,Male,Yes,0,Graduate,Yes,6057,595,134,120,1,Urban,Y
LP003351,Female,No,3+,Not Graduate,No,5415,-48,201,180,0,Rural,N
LP003352,Male,No,1,Not Graduate,Yes,7848,1757,86,180,0,Semiurban,N
LP003353,Male,Yes,2,Not Graduate,Yes,4488,2603,101,120,1,Rural,Y
LP003354,Female,No,3+,Not Graduate,Yes,5837,1975,191,360,0,Semiurban,N
LP003355,Male,No,3+,Not Graduate,Yes,2316,1497,110,180,1,Rural,Y
LP003356,Male,No,2,Not Graduate,Yes,3725,910,185,120,1,Semiurban,Y
LP003357,Female,Yes,1,Graduate,Yes,5891,407,224,180,1,Urban,Y
LP003358,Female,No,0,Not Graduate,Yes,6198,2334,119,240,1,Urban,Y
LP003359,Male,Yes,0,Graduate,No,3912,2413,174,360,1,Urban,Y
LP003360,Male,No,1,Graduate,No,4356,-45,82,360,1,Rural,Y
LP003361,Female,Yes,3+,Not Graduate,No,1464,3089,177,240,1,Urban,Y
LP003362,Female,Yes,3+,Graduate,No,3785,2074,149,240,1,Semiurban,Y
LP003363,Female,No,3+,Not Graduate,No,6280,2899,163,180,1,Rural,Y
LP003364,Female,No,3+,Graduate,Yes,5650,157,107,240,1,Semiurban,Y
LP003365,Male,Yes,1,Not Graduate,Yes,5501,134,56,360,0,Rural,N
LP003366,Female,Yes,3+,Graduate,Yes,4599,1351,165,240,1,Semiurban,Y
LP003367,Female,No,2,Not Graduate,Yes,4514,2002,36,120,1,Semiurban,Y
LP003368,Male,Yes,3+,Not Graduate,No,3179,3296,124,120,1,Rural,Y
LP003369,Female,No,0,Not Graduate,Yes,5897,2206,187,180,1,Rural,Y
LP003370,Male,No,3+,Not Graduate,Yes,5341,1257,149,360,0,Urban,N
LP003371,Female,No,1,Graduate,No,5484,473,237,120,1,Urban,Y
LP003372,Female,No,0,Not Graduate,Yes,3447,2730,191,240,1,Semiurban,Y
LP003373,Female,Yes,1,Graduate,Yes,193,535,107,120,1,Semiurban,Y
LP003374,Male,No,1,Graduate,No,6694,3128,141,120,1,Semiurban,Y
LP003375,Male,Yes,0,Graduate,Yes,3542,1215,137,180,0,Rural,N
LP003376,Female,No,1,Not Graduate,Yes,2774,3090,60,240,1,Rural,Y
LP003377,Male,Yes,1,Graduate,Yes,5886,2178,92,240,1,Urban,Y
LP003378,Male,No,3+,Graduate,Yes,3715,1363,111,240,1,Semiurban,Y
LP003379,Male,Yes,2,Graduate,Yes,6619,980,38,180,1,Urban,Y
LP003380,Male,Yes,1,Not Graduate,No,5734,1159,142,240,1,Rural,Y
LP003381,Male,No,1,Not Graduate,No,5867,1928,127,240,1,Rural,Y
LP003382,Male,No,1,Graduate,No,1768,1577,56,120,1,Rural,Y
LP003383,Female,No,3+,Not Graduate,No,6923,906,160,120,1,Urban,Y
LP003384,Female,No,2,Not Graduate,No,5022,1334,175,240,0,Rural,N
LP003385,Male,Yes,0,Graduate,No,3761,1578,151,360,1,Semiurban,Y
LP003386,Female,No,3+,Graduate,Yes,4786,-628,123,360,1,Urban,Y
LP003387,Female,Yes,3+,Not Graduate,No,947,1958,169,240,1,Rural,Y
LP003388,Female,Yes,2,Graduate,No,5317,520,174,360,1,Urban,Y
LP003389,Female,No,2,Not Graduate,Yes,2441,346,155,180,1,Urban,Y
LP003390,Male,Yes,3+,Not Graduate,Yes,1794,-187,98,120,1,Rural,Y
LP003391,Female,Yes,0,Not Graduate,No,1455,-293,153,180,1,Rural,Y
LP003392,Female,Yes,3+,Not Graduate,Yes,6725,144,199,120,1,Urban,Y
LP003393,Male,Yes,2,Not Graduate,No,3241,790,110,360,0,Urban,N
LP003394,Male,No,0,Not Graduate,Yes,7567,3453,244,360,1,Rural,Y
LP003395,Female,No,2,Graduate,No,3428,974,113,240,1,Semiurban,Y
LP003396,Female,No,0,Graduate,Yes,1085,1677,141,360,1,Urban,Y
LP003397,Female,No,1,Not Graduate,Yes,2266,1900,106,360,0,Urban,N
LP003398,Female,Yes,2,Not Graduate,No,6971,1631,151,240,0,Semiurban,N
LP003399,Female,Yes,2,Not Graduate,No,4188,1422,52,240,1,Rural,Y
LP003400,Female,No,3+,Graduate,No,3403,304,112,120,1,Rural,Y
LP003401,Male,No,2,Not Graduate,No,4820,2950,85,360,1,Semiurban,Y
LP003402,Female,No,2,Graduate,No,5503,3307,146,120,1,Rural,Y
LP003403,Female,Yes,1,Not Graduate,Yes,6734,-182,189,120,0,Rural,N
LP003404,Male,No,2,Not Graduate,No,7396,475,172,180,1,Urban,Y
